state,electoral.district,office.name,official.name,address,phone,website,email,facebook,twitter
FL,Broward County Council District 2,County Commissioner District 2,Mark D. Bogen,"115 S. Andrews Ave., Room 409, Fort Lauderdale, FL 33301-1872",954-357-7000,http://www.broward.org/Commission/District2/Pages/default.aspx,,,
FL,Broward County Council District 3,County Commissioner District 3,Stacy Ritter,"115 S. Andrews Ave., Room 409, Fort Lauderdale, FL 33301-1872",954-357-7000,http://www.broward.org/Commission/District3/Pages/Default.aspx,,,
FL,Broward County Council District 4,County Commissioner District 4,Chip LaMarca,"115 S. Andrews Ave., Room 409, Fort Lauderdale, FL 33301-1872",954-357-7000,http://www.broward.org/Commission/District4/Pages/default.aspx,,,
FL,Broward County Council District 5,County Commissioner District 5,Lois Wexler,"115 S. Andrews Ave., Room 409, Fort Lauderdale, FL 33301-1872",954-357-7000,http://www.broward.org/Commission/District5/Pages/Default.aspx,,,
FL,Broward County Council District 6,County Commissioner District 6,Beam Furr,"115 S. Andrews Ave., Room 409, Fort Lauderdale, FL 33301-1872",954-357-7000,http://www.broward.org/Commission/District6/Pages/default.aspx,,,
FL,Broward County Council District 7,County Commissioner District 7,Tim Ryan,"115 S. Andrews Ave., Room 409, Fort Lauderdale, FL 33301-1872",954-357-7000,http://www.broward.org/Commission/District7/Pages/Default.aspx,tryan@broward.org,,
FL,Broward County Council District 8,County Commissioner District 8,Barbara Sharief,"115 S. Andrews Ave., Room 409, Fort Lauderdale, FL 33301-1872",954-357-7000,http://www.broward.org/Commission/District8/Pages/default.aspx,bsharief@broward.org,,
FL,Broward County Council District 9,County Commissioner District 9,Dale V.C. Holness,"115 S. Andrews Ave., Room 409, Fort Lauderdale, FL 33301-1872",954-357-7000,http://www.broward.org/Commission/District9/Pages/Default.aspx,dholness@broward.org,,
FL,Broward County,Clerk of the Circuit Court,Howard C. Forman,"201 SE 6  Street Room 136 Fort Lauderdale, FL 33301",(954) 831-5605,http://www.browardclerk.org,,,
FL,Broward County,Sheriff,Scott J. Israel,"Fort Lauderdale, FL 33312",(954) 831-8901,http://www.sheriff.org,,,
FL,Broward County,Property Appraiser,Lori Parrish,"115 S. Andrews Avenue Room 111 Fort Lauderdale, FL 33301",(954) 357-6830,http://www.bcpa.net,,,
FL,Broward County,Supervisor of Elections,Brenda C. Snipes,"115 South Andrews Ave Room 102 Fort Lauderdale, FL 33301",(954) 357-7050,http://www.browardsoe.org,,,
NV,Clark County Council District A,County Commissioner District A,Steve Sisolak,"500 S. Grand Central Parkway Las Vegas, Nevada 89155",(702) 455-3500,http://www.clarkcountynv.gov/county-commissioners/districta,ccdistA@ClarkCountyNV.gov,,
NV,Clark County Council District C,County Commissioner District C,Larry Brown,"500 S. Grand Central Parkway Las Vegas, Nevada 89155",(702) 455-3500,http://www.clarkcountynv.gov/county-commissioners/districtc,ccdistC@ClarkCountyNV.gov,,
NV,Clark County Council District B,County Commissioner District B,Marilyn Kirkpatrick,"500 S. Grand Central Parkway Las Vegas, Nevada 89155",(702) 455-3500,http://www.clarkcountynv.gov/county-commissioners/districtb,ccdistB@ClarkCountyNV.gov,,
NV,Clark County Council District D,County Commissioner District D,Lawrence Weekly,"500 S. Grand Central Parkway Las Vegas, Nevada 89155",(702) 455-3500,http://www.clarkcountynv.gov/county-commissioners/districtd,ccdistD@ClarkCountyNV.gov,,
NV,Clark County Council District F,County Commissioner District F,Susan Brager,"500 S. Grand Central Parkway Las Vegas, Nevada 89155",(702) 455-3500,http://www.clarkcountynv.gov/county-commissioners/districtf,ccdistF@ClarkCountyNV.gov,,
NV,Clark County Council District G,County Commissioner District G,Mary Beth Scow,"500 S. Grand Central Parkway Las Vegas, Nevada 89155",(702) 455-3500,http://www.clarkcountynv.gov/county-commissioners/districtg,ccdistG@ClarkCountyNV.gov,,
NV,Clark County,County Assessor,Michele W. Shafe,,,http://www.clarkcountynv.gov/elected-officials/Pages/CountyAssessor.aspx,,,
NV,Clark County,County Clerk,Lynn Goya,,,http://www.clarkcountynv.gov/elected-officials/Pages/CountyClerk.aspx,,,
NV,Clark County,District Attorney,Steven B. Wolfson,,,http://www.clarkcountynv.gov/elected-officials/Pages/DistrictAttorney.aspx,,,
NV,Clark County,Public Administrator,John J. Cahill,,,http://www.clarkcountynv.gov/elected-officials/Pages/PublicAdministrator.aspx,,,
NV,Clark County,County Recorder,Debbie Conway,,,http://www.clarkcountynv.gov/elected-officials/Pages/CountyRecorder.aspx,,,
NV,Clark County,County Treasurer,Laura B. Fitzpatrick,,,http://www.clarkcountynv.gov/elected-officials/Pages/CountyTreasurer.aspx,,,
IL,Cook County Council 1st District,County Commissioner 1st District,Richard R. Boykin,"118 N. Clark Street, Room 567 Chicago, IL 60602",(312) 603-4566,http://www.cookcountyil.gov/richard-boykin-1st/,richard.boykin@cookcountyil.gov,,
IL,Cook County Council 2nd District,County Commissioner 2nd District,Robert Steele,"118 N. Clark Street, Room 567 Chicago, IL 60602",(312) 603-3019,http://www.cookcountyil.gov/robert-steele/,robert.steele@cookcountyil.gov,,
IL,Cook County Council 3rd District,County Commissioner 3rd District,"Jerry ""Iceman"" Butler","118 N. Clark Street, Room 567 Chicago, IL 60602",,http://www.cookcountyil.gov/jerry-iceman-butler/,,,
IL,Cook County Council 4th District,County Commissioner 4th District,Stanley Moore,"118 N. Clark Street, Room 567 Chicago, IL 60602",(312) 603-2065,http://www.cookcountyil.gov/stanley-moore-4th/,,,
IL,Cook County Council 5th District,County Commissioner 5th District,Deborah Sims,"118 N. Clark Street, Room 567 Chicago, IL 60602",(312) 603 6381,http://www.cookcountyil.gov/deborah-sims-5th/,deborah.sims@cookcountyil.gov,,
IL,Cook County Council 6th District,County Commissioner 6th District,Joan Patricia Murphy,"118 N. Clark Street, Room 567 Chicago, IL 60602",(312) 603-4216,http://www.cookcountyil.gov/joan-patricia-murphy-6th/,joan.murphy@cookcountyil.gov,,
IL,Cook County Council 7th District,County Commissioner 7th District,Jesus G. Garcia,"118 N. Clark Street, Room 567 Chicago, IL 60602",(312) 603-5443,http://www.cookcountyil.gov/jesus-g-garcia-7th/,Jesus.Garcia@cookcountyil.gov,,
IL,Cook County Council 8th District,County Commissioner 8th District,Luis Arroyo Jr.,"118 N. Clark Street, Room 567 Chicago, IL 60602",,http://www.cookcountyil.gov/luis-arroyojr-8th/,,,
IL,Cook County Council 9th District,County Commissioner 9th District,Peter N. Silvestri,"118 N. Clark Street, Room 567 Chicago, IL 60602",(312) 603-4393,http://www.cookcountyil.gov/peter-n-silvestri-9th/,cookcty9@aol.com,,
IL,Cook County Council 10th District,County Commissioner 10th District,Bridget Gainer,"118 N. Clark Street, Room 567 Chicago, IL 60602",(312) 603-4210,http://www.cookcountyil.gov/bridget-gainer-10th/,Office@bridgetgainer.com,,
IL,Cook County Council 11th District,County Commissioner 11th District,John P. Daley,"118 N. Clark Street, Room 567 Chicago, IL 60602",,http://www.cookcountyil.gov/john-p-daley-11th/,,,
IL,Cook County Council 12th District,County Commissioner 12th District,John A. Fritchey,"118 N. Clark Street, Room 567 Chicago, IL 60602",(312) 603-6380,http://www.cookcountyil.gov/john-a-fritchey-12th/,commish@fritchey.com,,
IL,Cook County Council 13th District,County Commissioner 13th District,Larry Suffredin,"118 N. Clark Street, Room 567 Chicago, IL 60602",(312)603-6383,http://www.cookcountyil.gov/larry-suffredin-13th/,larry.suffredin@cookcountyil.gov,,
IL,Cook County Council 14th District,County Commissioner 14th District,Gregg Goslin,"118 N. Clark Street, Room 567 Chicago, IL 60602",(312) 603-4932,http://www.cookcountyil.gov/gregg-goslin-14th/,commissioner.goslin@cookcountyil.gov,,
IL,Cook County Council 15th District,County Commissioner 15th District,Timothy O. Schneider,"118 N. Clark Street, Room 567 Chicago, IL 60602",(312) 603-6388,http://www.cookcountyil.gov/timothy-o-schneider-15th/,tim.schneider@cookcountyil.gov,,
IL,Cook County Council 16th District,County Commissioner 16th District,Jeffrey R. Tobolski,"118 N. Clark Street, Room 567 Chicago, IL 60602",(312) 603-6384,http://www.cookcountyil.gov/jeffrey-r-tobolski-16th/,,,
IL,Cook County Council 17th District,County Commissioner 17th District,Sean M. Morrison,"118 N. Clark Street, Room 567 Chicago, IL 60602",,http://www.cookcountyil.gov/sean-m-morrison-17th/,,,
IL,Cook County,Assessor,Joseph Berrios,,,http://www.cookcountyil.gov/joseph-berrios/,,,
IL,Cook County,Clerk of Court,[],,,http://www.cookcountyclerkofcourt.org/,,,
IL,Cook County,County Clerk,David Orr,,,http://www.cookcountyclerk.com/Pages/default.aspx,,,
IL,Cook County,Sheriff,Thomas J. Dart,,,http://www.cookcountysheriff.org,,,
IL,Cook County,State's Attorney,Anita Alvarez,,,http://www.statesattorney.org/,,,
IL,Cook County,Treasurer,Maria Pappas,,,http://www.cookcountytreasurer.com/,,,
TX,Dallas County,County Judge,Clay Jenkins,,,http://www.dallascounty.org/department/comcrt/cjenkins.php,,,
TX,Dallas County,County Clerk,John F. Warren,,,http://www.dallascounty.org/department/countyclerk/countyclerk.php,,,
TX,Dallas County,District Attorney,Susan Hawk,,,http://www.dallascounty.org/department/da/da_index.php,,,
TX,Dallas County,District Clerk,Felicia Pitre,,,http://www.dallascounty.org/department/districtclerk/districtclerk_index.html,,,
TX,Dallas County,Sheriff,Lupe Valdez,,,http://www.dallascounty.org/department/sheriff/sheriff_intro.php,,,
TX,Dallas County,Tax Assessor-Collector,John R. Ames,,,http://www.dallascounty.org/department/tax/taxoffice_home.html,,,
TX,Dallas County,Treasurer,Pauline Medrano,,,http://www.dallascounty.org/department/treasurer/treasurer_index.php,,,
TX,Dallas County Council Cities In Dallas County,County Commissioner Cities In Dallas County,About Us,"411 Elm St., 2nd Floor Dallas, Texas 75202",214-653-7361,http://www.dallascounty.org/department/comcrt/daniel.php,,,
TX,Dallas County Council District 2,County Commissioner District 2,Mike Cantrell,"411 Elm St., 2nd Floor Dallas, Texas 75202",,http://www.dallascounty.org/department/comcrt/district2/cantrell.html,,,
TX,Dallas County Council District 3,County Commissioner District 3,John Wiley Price,"411 Elm St., 2nd Floor Dallas, Texas 75202",,http://www.dallascounty.org/department/comcrt/district3/bio.php,,,
TX,Dallas County Council District 4,County Commissioner District 4,Dr. Elba Garcia,"411 Elm St., 2nd Floor Dallas, Texas 75202",214-653-7361,http://www.dallascounty.org/department/comcrt/district4/home.php,,,
TX,Harris County,County Judge,Ed Emmett,"1001 Preston, Houston, Texas 77002",(713) 755-5000,http://www.judgeemmett.org,,,
TX,Harris County Council Precinct 1,County Commissioner Precinct 1,Gene Locke,"1001 Preston, Houston, Texas 77002",(713) 755-5000,http://hcp1.net/,,,
TX,Harris County Council Precinct 2,County Commissioner Precinct 2,Jack Morman,"1001 Preston, Houston, Texas 77002",(713) 755-5000,http://www.hcp2.com/,,,
TX,Harris County Council Precinct 3,County Commissioner Precinct 3,Steve Radack ,"1001 Preston, Houston, Texas 77002",(713) 755-5000,http://www.pct3.hctx.net/,,,
TX,Harris County Council Precinct 4,County Commissioner Precinct 4,R. Jack Cagle,"1001 Preston, Houston, Texas 77002",(713) 755-5000,http://www.hcp4.net/,,,
TX,Harris County,County Attorney,Vince Ryan,"1001 Preston, Houston, Texas 77002",(713) 755-5000,http://www.harriscountytx.gov/coatty/,,,
TX,Harris County,District Attorney,Devon Anderson,"1001 Preston, Houston, Texas 77002",(713) 755-5000,http://app.dao.hctx.net/,,,
TX,Harris County,County Clerk,Stan Stanart,"1001 Preston, Houston, Texas 77002",(713) 755-5000,http://www.cclerk.hctx.net/,,,
TX,Harris County,District Clerk,Chris Daniel,"1001 Preston, Houston, Texas 77002",(713) 755-5000,http://www.hcdistrictclerk.com/,,,
TX,Harris County,Sheriff,Ron Hickman,"1001 Preston, Houston, Texas 77002",(713) 755-5000,http://www.hcso.hctx.net/,,,
TX,Harris County,Tax Assessor-Collector,Mike Sullivan,"1001 Preston, Houston, Texas 77002",(713) 755-5000,http://www.hctax.net/,,,
TX,Harris County,County Treasurer,Orlando Sanchez,"1001 Preston, Houston, Texas 77002",(713) 755-5000,http://www.harriscountytx.gov/treasurer/,,,
WA,King County Council District 1,County Councilmember District 1,Rod Dembowski,"516 Third Ave., Rm. 1200 Seattle, WA 98104",206-477-1001,http://www.kingcounty.gov/council/dembowski.aspx,rod.dembowski@kingcounty.gov%20,,
WA,King County Council District 2,County Councilmember District 2,Larry Gossett,"516 Third Ave., Rm. 1200 Seattle, WA 98104",206-477-1002,http://www.kingcounty.gov/council/gossett.aspx,larry.gossett@kingcounty.gov,,
WA,King County Council District 3,County Councilmember District 3,Kathy Lambert,"516 Third Ave., Rm. 1200 Seattle, WA 98104",206-477-1003,http://www.kingcounty.gov/council/lambert.aspx,kathy.lambert@kingcounty.gov,,
WA,King County Council District 4,County Councilmember District 4,Jeanne Kohl-Welles,"516 Third Ave., Rm. 1200 Seattle, WA 98104",206-477-1004,http://www.kingcounty.gov/council/upthegrove.aspx,jeanne.kohl-welles@kingcounty.gov,,
WA,King County Council District 5,County Councilmember District 5,Dave Upthegrove,"516 Third Ave., Rm. 1200 Seattle, WA 98104",206-477-1005,http://www.kingcounty.gov/council/vonReichbauer.aspx,dave.upthegrove@kingcounty.gov,,
WA,King County Council District 6,County Councilmember District 6,Claudia Balducci,"516 Third Ave., Rm. 1200 Seattle, WA 98104",206-477-1006,http://www.kingcounty.gov/council/mcdermott.aspx,claudia.balducci@kingcounty.gov,,
WA,King County Council District 7,County Councilmember District 7,Pete von Reichbauer,"516 Third Ave., Rm. 1200 Seattle, WA 98104",206-477-1007,http://www.kingcounty.gov/council/dunn.aspx,pete.vonreichbauer@kingcounty.gov,,
WA,King County Council District 8,County Councilmember District 8,Joe McDermott,"516 Third Ave., Rm. 1200 Seattle, WA 98104",206-477-1008,http://www.kingcounty.gov/council/news.aspx,joe.mcdermott@kingcounty.gov,,
WA,King County Council District 9,County Councilmember District 9,Reagan Dunn,"516 Third Ave., Rm. 1200 Seattle, WA 98104",206-477-1009,http://www.kingcounty.gov/council/issues.aspx,reagan.dunn@kingcounty.gov,,
WA,King County,Assessor,John Wilson,,,http://www.kingcounty.gov/Assessor.aspx,,,
WA,King County,Elections Director,Julie Wise,,,http://www.kingcounty.gov/depts/elections.aspx,,,
WA,King County,Prosecutor,Dan Satterberg,,,http://www.kingcounty.gov/Prosecutor.aspx,,,
WA,King County,Sheriff,John Urquhart,,,http://www.kingcounty.gov/Prosecutor/bio.aspx,,,
CA,Los Angeles County Council District 1,County Supervisor District 1,Hilda L. Solis,"500 W. Temple St. Room 358, Los Angeles 90012",(213) 974-4111,http://solis.lacounty.gov,firstdistrict@bos.lacounty.gov,http://facebook.com/HildaSolis,https://twitter.com/HildaSolis
CA,Los Angeles County Council District 2,County Supervisor District 2,Mark Ridley-Thomas,"500 W. Temple St. Room 358, Los Angeles 90012",(213) 974-2222,http://ridley-thomas.lacounty.gov,markridley-thomas@bos.lacounty.gov,http://facebook.com/markridleythomas,https://twitter.com/mridleythomas
CA,Los Angeles County Council District 3,County Supervisor District 3,Sheila Kuehl,"500 W. Temple St. Room 358, Los Angeles 90012",(213) 974-3333,http://supervisorkuehl.com/,sheila@bos.lacounty.gov,https://www.facebook.com/sjkuehl,https://twitter.com/https://twitter.com/sheilakuehl
CA,Los Angeles County Council District 4,County Supervisor District 4,Don Knabe,"500 W. Temple St. Room 358, Los Angeles 90012",(213) 974-4444,http://knabe.com,don@bos.lacounty.gov,http://facebook.com/SupervisorKnabe,https://twitter.com/DonKnabe
CA,Los Angeles County Council District 5,County Supervisor District 5,Michael D. Antonovich,"500 W. Temple St. Room 358, Los Angeles 90012",(213) 974-5555,http://antonovich.com,fifthdistrict@lacbos.org,http://facebook.com/michael.antonovich,https://twitter.com/MikeAntonovich
AZ,Maricopa County Council District 1,County Supervisor District 1,Denny Barney,"301 W. Jefferson, 10th Floor Phoenix, Arizona 85003",(602) 506-1776,https://www.maricopa.gov/dist1/default.aspx,barneyd@mail.maricopa.gov,,
AZ,Maricopa County Council District 2,County Supervisor District 2,Steve Chucri,"301 W. Jefferson, 10th Floor Phoenix, Arizona 85003",(602) 506-7431,https://www.maricopa.gov/dist2/,chucris@mail.maricopa.gov,,
AZ,Maricopa County Council District 3,County Supervisor District 3,Andy Kunasek,"301 W. Jefferson, 10th Floor Phoenix, Arizona 85003",(602) 506-7562,https://www.maricopa.gov/dist3/,akunasek@mail.maricopa.gov,,
AZ,Maricopa County Council District 4,County Supervisor District 4,Clint L. Hickman,"301 W. Jefferson, 10th Floor Phoenix, Arizona 85003",(602) 506-7642,https://www.maricopa.gov/dist4/,chickman@mail.maricopa.gov,,
AZ,Maricopa County Council District 5,County Supervisor District 5,Steve Gallardo,"301 W. Jefferson, 10th Floor Phoenix, Arizona 85003",(602) 506-7092,https://www.maricopa.gov/dist5/default.aspx,arzagawilliamsc@mail.maricopa.gov,,
AZ,Maricopa County,Assessor,Paul Petersen,,,http://mcassessor.maricopa.gov/the-assessor/biography/,,,
AZ,Maricopa County,Clerk of the Board,Fran McCarroll,,,https://www.maricopa.gov/clk_board/default.aspx,,,
AZ,Maricopa County,Clerk of the Court,Michael Jeanes,,,http://clerkofcourt.maricopa.gov/clkbio.asp,,,
AZ,Maricopa County,County Attorney,Bill Montgomery,,,http://www.maricopacountyattorney.org/,,,
AZ,Maricopa County,Recorder,Helen Purcell,,,https://www.maricopa.gov/clk_board/default.aspx,,,
AZ,Maricopa County,Sheriff,Joe Arpaio,,,http://www.mcso.org/Default.aspx,,,
AZ,Maricopa County,Treasurer,Charles 'Hos' Hoskins,,,http://recorder.maricopa.gov/,,,
FL,Miami-Dade County,Mayor,Carlos A. Gimenez,,,http://www.miamidade.gov/mayor/,,,
FL,Miami-Dade County,"Clerk, Circuit and County Courts",Harvey Ruvin,,,http://www.miami-dadeclerk.com/,,,
FL,Miami-Dade County,Property Appraiser,Pedro J. Garcia,,,http://www.miamidade.gov/pa/,,,
FL,Miami-Dade County Council District 1,County Commissioner District 1,Barbara Jordan,"111 NW 1st Street, Suite 220 Miami, Florida 33128",305-375-5694,http://www.miamidade.gov/district01/home.asp,District1@miamidade.gov,,
FL,Miami-Dade County Council District 2,County Commissioner District 2,Jean Monestime,"111 NW 1st Street, Suite 220 Miami, Florida 33128",305-375-4833,http://www.miamidade.gov/district02,district2@miamidade.gov,,
FL,Miami-Dade County Council District 3,County Commissioner District 3,Audrey Edmonson,"111 NW 1st Street, Suite 220 Miami, Florida 33128",305-375-5393,http://www.miamidade.gov/district03,district3@miamidade.gov,,
FL,Miami-Dade County Council District 4,County Commissioner District 4,Sally A. Heyman,"111 NW 1st Street, Suite 220 Miami, Florida 33128",305-375-5128,http://www.miamidade.gov/district04,district4@miamidade.gov,,
FL,Miami-Dade County Council District 5,County Commissioner District 5,Bruno A. Barreiro,"111 NW 1st Street, Suite 220 Miami, Florida 33128",305-643-8525,http://www.miamidade.gov/district05,district5@miamidade.gov,,
FL,Miami-Dade County Council District 6,County Commissioner District 6,Rebeca Sosa,"111 NW 1st Street, Suite 220 Miami, Florida 33128",305-375-5696,http://www.miamidade.gov/district06,district6@miamidade.gov,,
FL,Miami-Dade County Council District 7,County Commissioner District 7,Xavier L. Suarez,"111 NW 1st Street, Suite 220 Miami, Florida 33128",305-669-4003,http://www.miamidade.gov/district07,district7@miamidade.gov,,
FL,Miami-Dade County Council District 8,County Commissioner District 8,Daniella Levine Cava,"111 NW 1st Street, Suite 220 Miami, Florida 33128",305-375-5218,http://www.miamidade.gov/district08,district8@miamidade.gov,,
FL,Miami-Dade County Council District 9,County Commissioner District 9,Dennis C. Moss,"111 NW 1st Street, Suite 220 Miami, Florida 33128",305-375-4832,http://www.miamidade.gov/district09,DennisMoss@miamidade.gov,,
FL,Miami-Dade County Council District 10,County Commissioner District 10,Javier D. Souto,"111 NW 1st Street, Suite 220 Miami, Florida 33128",305-375-4835,http://www.miamidade.gov/district10,District10@miamidade.gov,,
FL,Miami-Dade County Council District 11,County Commissioner District 11,Juan C. Zapata,"111 NW 1st Street, Suite 220 Miami, Florida 33128",305-375-5511,http://www.miamidade.gov/district11,Zapata@miamidade.gov,,
FL,Miami-Dade County Council District 12,County Commissioner District 12,"Jose ""Pepe"" Diaz","111 NW 1st Street, Suite 220 Miami, Florida 33128",305-375-4343,http://www.miamidade.gov/district12,District12@miamidade.gov,,
FL,Miami-Dade County Council District 13,County Commissioner District 13,"Esteban Bovo, Jr.","111 NW 1st Street, Suite 220 Miami, Florida 33128",305-375-4831,http://www.miamidade.gov/district13,district13@miamidade.gov,,
NY,Brooklyn,Distict Attorney,Ken Thompson,,,http://brooklynda.org,,,
NY,Queens,Distict Attorney,Richard A. Brown,,,http://www.queensda.org/index2.html,,,
NY,Manhattan,Distict Attorney,"Cyrus R. Vance, Jr.",,,http://manhattanda.org/,,,
CA,Orange County Council District 5,Supervisor 5th District,Chairwoman            Lisa A. Bartlett,"333 W. Santa Ana Blvd., 5th Floor",(714) 834-3550,http://ocgov.com/gov/bos/5,,,
CA,Orange County Council District 2,Supervisor 2nd District,Michelle Steel,"333 W. Santa Ana Blvd., 5th Floor",(714) 834-3220,http://ocgov.com/gov/bos/2,,,
CA,Orange County Council District 1,Supervisor 1st District,Andrew Do,"333 W. Santa Ana Blvd., 5th Floor",(714) 834-3110,http://ocgov.com/gov/bos/1,,,
CA,Orange County Council District 3,Supervisor 3rd District,Todd Spitzer,"333 W. Santa Ana Blvd., 5th Floor",(714) 834-3330,http://ocgov.com/gov/bos/3,,,
CA,Orange County Council District 4,Supervisor 4thDistrict,Shawn Nelson,"333 W. Santa Ana Blvd., 5th Floor",(714) 834-3440,http://ocgov.com/gov/bos/4,,,
CA,Orange County,Assessor,Claude Parrish,,,http://ocgov.com/gov/assessor/,,,
CA,Orange County,Sheriff-Coroner,Sandra Hutchens,,,http://ocsd.org/,,,
CA,Orange County,District Attorney,Tony Rackauckas,,,http://orangecountyda.org/,,,
CA,Orange County,Treasurer - Tax Collector,Shari L. Freidenrich,,,http://ocgov.com/gov/ttc/,,,
CA,Orange County,Auditor-Controller,Eric Woolery,,,http://ac.ocgov.com/,,,
CA,Riverside County Council 1,Supervisor District 1,Kevin Jeffries,"4080 Lemon Street, 5th Floor Riverside, California 92501",(951) 955-1010,http://www.rivcodistrict1.org/,district1@rcbos.org,,
CA,Riverside County Council 2,Supervisor District 2,John F. Tavaglione,"4080 Lemon Street, 5th Floor Riverside, California 92501",(951) 955-1020,http://www.rivcodistrict2.org/,district2@rcbos.org,,
CA,Riverside County Council 3,Supervisor District 3,Chuck Washington,"4080 Lemon Street, 5th Floor Riverside, California 92501",(951) 955-1030,http://district3.co.riverside.ca.us/opencms/,district3@rcbos.org,,
CA,Riverside County Council 4,Supervisor District 4,John J. Benoit,"4080 Lemon Street, 5th Floor Riverside, California 92501",(951) 955-1040,http://www.rivco4.org/web/index.html,district4@rcbos.org,,
CA,Riverside County Council 5,Supervisor District 5,Marion Ashley,"4080 Lemon Street, 5th Floor Riverside, California 92501",(951) 955-1050,http://www.rivcodistrict5.org/,district5@rcbos.org,,
CA,Riverside County,Assessor-Clerk-Recorder,Peter Aldana,,,http://www.asrclkrec.com/About/PeterAldana.aspx,,,
CA,Riverside County,Auditor-Controller,Paul Angulo,,,http://www.auditorcontroller.org/,,,
CA,Riverside County,District Attorney,Michael Hestrin,,,http://www.rivcoda.org/opencms/daoffice/meetda.html,,,
CA,Riverside County,Treasurer and Tax Collector,Don Kent,,,http://www.countytreasurer.org/About/DonKent.aspx,,,
CA,San Bernardino County Council District 1,County Supervisor District 1,Robert A. Lovingood,"385 N. Arrowhead Avenue San Bernardino, CA 92415",(909) 387.4830,http://www.sbcounty.gov/bosd1/,,,
CA,San Bernardino County Council District 2,County Supervisor District 2,Janice Rutherford,"385 N. Arrowhead Avenue San Bernardino, CA 92415",(909) 387.4833,http://www.sbcounty.gov/bosd2/,,,
CA,San Bernardino County Council District 3,County Supervisor District 3,James Ramos,"385 N. Arrowhead Avenue San Bernardino, CA 92415",(909) 387.4855,http://www.sbcounty.gov/bosd3/,,,
CA,San Bernardino County Council District 4,County Supervisor District 4,Curt Hagman ,"385 N. Arrowhead Avenue San Bernardino, CA 92415",(909) 387.4866,http://www.sbcounty.gov/bosd4/,,,
CA,San Bernardino County Council District 5,County Supervisor District 5,Josie Gonzales,"385 N. Arrowhead Avenue San Bernardino, CA 92415",(909) 387.4565,http://www.sbcounty.gov/bosd5/,,,
